ID,PCE_max(%),Jsc(mA/cm2),FF,Voc(V),(-)HOMO_acceptor(eV),(-)LUMO_acceptor(eV),Eg_acceptor(eV),acceptor(SMILES),M_acceptor(g/mol),(-)L2HOMO_donor(eV),(-)LUMO_donor(eV),Eg_donor(eV),donor(SMILES)
361,3.67,6.56,0.546,1.024,6.02,4.01,2.01,O=C(N(CCCCCCCC)C1=O)C2=C(C3=CC=CC=C3)C=C(C4=C5C=C(C6=CC=CC=C6)C1C42)C7=CC(C8=CC=CC=C8)=C9C%10=C7C5=CC(C%11=CC=CC=C%11)=C%10C(N(CCCCCCCC)C9=O)=O,921.19,5.58,3.77,1.81,O=C(N(CC(CCCC)CCCCCC)C(C1=C2SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)=C1)=O)C6=C2SC(C)=C6
362,4.11,7.95,0.63,0.82,5.83,3.7,2.13,S=C(S/1)N(CC)C(C1=C/C2=CC=C(C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C=C3)C(C4=C5)=CC=C5C(C6=NSN=C67)=CC=C7/C=C8SC(N(C/8=O)CC)=S)C9=NSN=C29)=O,1001.43,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
363,7.16,11.65,0.655,0.9,6.05,3.85,2.2,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCC)CCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCC)CCCCC)C8=O)=O)=C(S%14)C=C%13C%12=O)C=C%15C%16=C6C4=C(S5)C=C%16C(N(C(CCCCC)CCCCC)C%15=O)=O,1457.98,5.36,3.43,1.93,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1
364,8.42,12.48,0.697,0.947,6.09,3.87,2.22,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCCC)CCCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCCC)CCCCCC)C8=O)=O)=C([Se]%14)C=C%13C%12=O)C=C%15C%16=C6C4=C([Se]5)C=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O,1664,5.36,3.43,1.93,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1
365,5.51,13.11,0.578,0.73,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.21,2.99,2.22,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9
366,8.97,16.33,0.604,0.91,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCC(CC)CCCC)S9
367,9.53,17.43,0.615,0.89,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9
368,10.57,17.97,0.655,0.898,5.54,3.84,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9
369,11.77,18.31,0.706,0.912,5.52,3.82,1.7,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,1427.96,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9
370,10.07,16.48,0.7,0.87,5.5,3.63,1.87,O=C(N(CC)/C(S/1)=C(C#N)\C#N)C1=C\C(S2)=C(SC(C(OCCCCCCCC)=O)=C3)C3=C2C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C%12C(SC(C(OCCCCCCCC)=O)=C%12)=C(/C=C%13S/C(N(C\%13=O)CC)=C(C#N)/C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,1902.71,5.39,3.79,1.6,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
371,10.15,17.85,0.672,0.868,5.4,3.83,1.57,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C=C8S5)=C(C#N)/C#N)C=CC=C2,1427.96,5.33,2.92,2.41,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
372,11.6,16.26,0.636,1.08,5.51,3.88,1.63,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,1326.02,5.47,3.42,2.05,FC(C(F)=C(C1=CC=C(C)S1)C2=NN(CCC)N=C32)=C3C4=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C5=C(C=CS6)C6=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C)S7)C8=C5SC=C8)S4
373,7.11,12.06,0.529,1.05,5.92,3.68,2.24,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=CC=C(C6=CC7C8C9=C6C%10=CC=C(C(N%11C(CCCCCC)CCCCCC)=O)C%12=C%10C(C9=CC=C8C(N(C(CCCCCC)CCCCCC)C7=O)=O)=CC=C%12C%11=O)S5)C=C(C%13=CC=C(C(C=C%14C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%16C%17=C%14C%15=CC=C%17C%18=CC=C(C%19=O)C%20C%18=C%16C=CC%20C(N%19C(CCCCCC)CCCCCC)=O)S%13)C(C%21=CC=C(C%22=CC%23C%24C%25=C%22C%26=CC=C(C(N%27C(CCCCCC)CCCCCC)=O)C%28=C%26C(C%25=CC=C%24C(N(C(CCCCCC)CCCCCC)C%23=O)=O)=CC=C%28C%27=O)S%21)=C4)=C(C%29=C%30C=CC1C%292)C%31=CC=C%32C%33=C%31C%30=CC=C%33C(N(C(CCCCCC)CCCCCC)C%32=O)=O,3426.82,5.46,3.66,1.8,FC(C(F)=C(C1=CC=C(S1)C)C2=NSN=C23)=C3C4=CC=C(C5=C(CC(CCCCCC)CCCCCCC)C=C(C6=C(C(OCC(CCCCCCCC)CCCCCCCCC)=O)C=C(C7=C(F)C(F)=C(C8=CC(C(OCC(CCCCCCCC)CCCCCCCCC)=O)=C(C9=CC(CC(CCCCCC)CCCCCCC)=C(C)S9)S8)C%10=NSN=C7%10)S6)S5)S4
374,10.58,13.89,0.659,1.13,5.74,3.58,2.16,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC(C8=C(C9=CC(C(C=C%10C(N(C(CCCCCC)CCCCCC)C%11=O)=O)=C%12C%13=C%10C%11=CC=C%13C%14=CC=C(C%15=O)C%16C%14=C%12C%17=CC%16C(N%15C(CCCCCC)CCCCCC)=O)=C%17S9)C=C(C%18=CC%19=C(C(C=C%20C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%22C%23=C%20C%21=CC=C%23C%24=CC=C(C%25=O)C%26C%24=C%22C%19=CC%26C(N%25C(CCCCCC)CCCCCC)=O)S%18)C(C%27=CC(C(C=C%28C(N(C(CCCCCC)CCCCCC)C%29=O)=O)=C%30C%31=C%28C%29=CC=C%31C%32=CC=C(C%33=O)C%34C%32=C%30C%35=CC%34C(N%33C(CCCCCC)CCCCCC)=O)=C%35S%27)=C8)=C7)C=C%36C%37=C6C5=CC=C%37C(N(C(CCCCCC)CCCCCC)C%36=O)=O,3418.75,5.46,3.66,1.8,FC(C(F)=C(C1=CC=C(S1)C)C2=NSN=C23)=C3C4=CC=C(C5=C(CC(CCCCCC)CCCCCCC)C=C(C6=C(C(OCC(CCCCCCCC)CCCCCCCCC)=O)C=C(C7=C(F)C(F)=C(C8=CC(C(OCC(CCCCCCCC)CCCCCCCCC)=O)=C(C9=CC(CC(CCCCCC)CCCCCCC)=C(C)S9)S8)C%10=NSN=C7%10)S6)S5)S4
375,8.3,17.5,0.596,0.81,5.32,3.85,1.47,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCCC)=C8S7,1698.41,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
376,11.2,22.5,0.71,0.7,5.49,4.09,1.4,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=C(Cl)C(Cl)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCCC)=C8S7,1836.18,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
377,11.5,20.05,0.64,0.896,5.66,4.14,1.52,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.51,3.59,1.92,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCCCCCCC)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCCCCCCC)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1
378,14.2,20.73,0.76,0.9,5.66,4.14,1.52,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.5,3.59,1.91,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCCCCCCCCC)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCCCCCCCCC)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1
379,11.2,20.31,0.61,0.904,5.66,4.14,1.52,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.54,3.6,1.94,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCC(C)CCCC(C)C)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCC(C)CCCC(C)C)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1
380,7.77,12.73,0.58,1.06,5.55,3.75,1.8,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC3=C(SC4=C5SC6=C4C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C6C=C%10C(C(S%11)=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C%14=C%11C%15=C%16C=C%17C%18=C%19C%16=C(C(C=C%20C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%15S%14)C(C%20=C%21C=C%22)=C%22C%19=CC=C%18C(N(C(CCCCC)CCCCC)C%17=O)=O)=C9)C5=C%23C=C%24C%25=C%26C%23=C3C(C2=C1C=C%27)=C%27C%26=CC=C%25C(N(C(CCCCC)CCCCC)C%24=O)=O,2409.41,5.33,3.68,1.65,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
381,0.19,1.72,0.371,0.3,5.67,3.8,1.87,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=CS5)=CC1C32)C6=C(C7=CC=CS7)C=C8C9=C6C4=CC=C9C(N(CCCCCCCC)C8=O)=O,781.04,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
382,0.02,0.23,0.341,0.29,5.58,3.81,1.77,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(CCCCCC)S5)=CC1C32)C6=C(C7=CC=C(CCCCCC)S7)C=C8C9=C6C4=CC=C9C(N(CCCCCCCC)C8=O)=O,949.37,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
383,0.11,1,0.36,0.3,5.38,3.9,1.48,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(C6=CC=CS6)S5)=CC1C32)C7=C(C8=CC=C(C9=CC=CS9)S8)C=C%10C%11=C7C4=CC=C%11C(N(CCCCCCCC)C%10=O)=O,945.28,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
384,0.07,0.66,0.365,0.29,5.37,3.9,1.47,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(C6=CC=C(CCCCCC)S6)S5)=CC1C32)C7=C(C8=CC=C(C9=CC=C(CCCCCC)S9)S8)C=C%10C%11=C7C4=CC=C%11C(N(CCCCCCCC)C%10=O)=O,1113.61,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
385,1.6,4.87,0.57,0.58,6.1,3.9,2.2,O=C(N(C(CCCCCCCC)CCCCCCCC)C1=O)C2=CC=C3C4=C2C1=CC=C4C5=C6C(C7=CC=C8C9=C7C6=CC=C9C(N(C(CCCCCCCC)CCCCCCCC)C8=O)=O)=C%10C(C%11=CC=C%12C%13=C%11C%10=CC=C%13C(N(C(CCCCCCCC)CCCCCCCC)C%12=O)=O)=C53,1372.97,5.2,3.2,2,CC1=CC(CCCCCC)=C(C)S1
386,3.71,8.1,0.519,0.8,5.9,3.8,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(C(CC)CC)C6=O)=O,532.64,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC
387,0.19,0.41,0.62,0.75,6.3,2.65,3.65,C12=C3C4=C5C1=C6C=CC2=CC=C3C=CC4=CC=C5C=C6,250.3,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
388,0.32,0.96,0.4,0.83,6.3,3.1,3.2,O=C(N1CCCCCC)C2=CC(C3=C4C5=C(C6=C3)C(C7=C58)=C(C=C6)C=CC7=CC=C8C=C4)=CC=C2C1=O,479.58,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
389,1.03,2.75,0.46,0.82,6.28,3.24,3.04,O=C(N(CCCCCC)C1=O)C2=CC=C(C3=C4C5=C(C6=C3)C(C7=C58)=C(C=C6)C=CC7=CC=C8C=C4)C9=C2C1=CC=C9,529.64,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
390,3.93,8.33,0.523,0.9,5.43,3.85,1.58,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S7)=C6)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(C%13=CC=C(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)S%13)S%12,1480.03,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC
391,4.3,9.2,0.49,0.96,6,3.75,2.25,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,3340.66,5.24,3.59,1.65,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC
392,4.3,8.5,0.53,0.94,6.01,3.75,2.26,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C([Si](C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,3356.73,5.24,3.59,1.65,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC
393,1.6,5,0.37,0.92,5.94,3.68,2.26,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C([Ge](C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,3401.28,5.24,3.59,1.65,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC
394,4.26,10.1,0.551,0.766,5.6,3.8,1.8,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C(C#N)/C#N)C8=NSN=C87)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C%12=CC=C(/C=C(C#N)/C#N)C%13=NSN=C%13%12)S%11,1327.84,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC
395,4.81,9.87,0.572,0.851,5.5,3.8,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C(C#N)/C#N)C9=NSN=C98)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(C%13=CC=C(/C=C(C#N)/C#N)C%14=NSN=C%14%13)=C%15)=C%15S%12,1440.01,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC
